Novo,Tipo,TipoAnuncio,Rua,Metragem,Comodos,Aluguel,Total,Bairro,Cidade,Lat,Long,TicketM.Bairro,Std.Bairro,TicketM.Comodos,Std.Comodos,TicketM.Tipo,Std.Tipo,ZScore.Bairro,ZScore.Comodos,ZScore.Tipo,Zscore,PredictOfModel,%PriceOfCityModel,PredictOfModelByRegion,%PriceOfRegioModel
1,Apartamento,Nenhum,Rua Desembargador Antônio de Paula,40,2,1100,1292,Boqueirão,Curitiba,-25.5072242,-49.2252897,1487.6,947.5475185973525,1968.030612244898,1272.6401768260293,2224.125,1789.167544386054,-0.206427642055931,-0.531203261184887,-0.5209825110704516,-0.41953780477042324,1675.6868685241016,77.10271079094615,1161.182826106473,111.26585503612434
0,Studio e kitnet,Originals,Avenida Visconde de Guarapuava,30,1,1950,2291,Centro,Curitiba,-25.4375075,-49.2706303,2668.6176470588234,3457.8088701820184,1643.8702290076335,1858.1809276690537,1865.0,2651.1595261947805,-0.10920720642345559,0.34825982839256747,0.16068440838467365,0.13324567678459517,2737.3398293129617,83.69439466253675,960.5127928898462,238.51842650707277
0,Apartamento,Exclusivo,Travessa Itararé,17,1,550,919,Centro,Curitiba,-25.4314431,-49.2622522,2668.6176470588234,3457.8088701820184,1643.8702290076335,1858.1809276690537,2224.125,1789.167544386054,-0.5059902709332583,-0.39009668984006196,-0.729459353370871,-0.5418487713813971,565.0481295595596,162.64101267202437,967.0682287458476,95.02948940756896
0,Apartamento,Exclusivo,Rua Durval Leopoldo Landal,43,2,809,1160,Cidade Industrial,Curitiba,-25.4874777,-49.3509548,1344.75,455.09521980670064,1968.030612244898,1272.6401768260293,2224.125,1789.167544386054,-0.40595899925837853,-0.6349246448121183,-0.5947598386405731,-0.5452144942370234,1452.113566167679,79.88355918066343,1357.2436035550766,85.4673396110743
0,Apartamento,Nenhum,Rua Íris Antônio Campos,47,2,870,900,Campo Comprido,Curitiba,-25.4662342,-49.322733,1977.2222222222222,1073.5094058481484,1968.030612244898,1272.6401768260293,2224.125,1789.167544386054,-1.0034585783355483,-0.8392243398354525,-0.7400788171877823,-0.8609205784529278,1760.3722969321473,51.12554892896557,1355.2265463686144,66.40956100008425
0,Apartamento,Originals,Rua Elvira Harkot Ramina,290,3,8000,10543,Mossunguê,Curitiba,-25.4378247,-49.321645,5651.166666666667,4335.060111078815,3157.162162162162,2268.8736873082294,2224.125,1789.167544386054,1.1284349485331497,3.2552882424231946,4.649578529468904,3.011100573475083,8422.250992860318,125.18031116547674,1635.976568812281,644.4468827358706
0,Apartamento,Originals,Rua João Alencar Guimarães,69,2,1825,2240,Campo Comprido,Curitiba,-25.4609556,-49.3235806,1977.2222222222222,1073.5094058481484,1968.030612244898,1272.6401768260293,2224.125,1789.167544386054,0.2447838615537465,0.21370485759250105,0.00887284147860364,0.15578718687495038,3311.8663612041582,67.63557932891835,1344.1327318430735,166.65020849008818
0,Apartamento,Nenhum,Rua Júlio Bartolomeu Taborda Luiz,80,1,1500,1589,Tingui,Curitiba,-25.3909012,-49.2111392,2017.857142857143,689.1749725992252,1643.8702290076335,1858.1809276690537,2224.125,1789.167544386054,-0.6222761416301975,-0.029529002364944094,-0.3549835240376779,-0.3355962226776065,2151.131642415487,73.86809661800734,935.2995780590713,169.89208990102233
0,Apartamento,Exclusivo,Rua Luiz Barreto Murat,35,1,1090,1260,Bairro Alto,Curitiba,-25.4127337,-49.2126508,1338.7142857142858,536.7180247534436,1643.8702290076335,1858.1809276690537,2224.125,1789.167544386054,-0.14665854710291382,-0.20658388173705422,-0.5388679238147235,-0.29737011755156384,954.8929783332253,131.95195991485264,957.9914714067687,131.52517925339617
0,Studio e kitnet,Exclusivo,Rua Doutor Faivre,24,1,999,1323,Centro,Curitiba,-25.4281438,-49.2618004,2668.6176470588234,3457.8088701820184,1643.8702290076335,1858.1809276690537,1865.0,2651.1595261947805,-0.38915327526127563,-0.17267975589984164,-0.20443884822650965,-0.2554239597958756,1310.747977358333,100.93473519343968,963.5383786695392,137.30641449142982
0,Apartamento,Originals,Rua Alferes Ângelo Sampaio,40,1,1200,1664,Batel,Curitiba,-25.4416848,-49.2834011,6031.25,5181.3736515200935,1643.8702290076335,1858.1809276690537,2224.125,1789.167544386054,-0.8428749389109876,0.010833052203166117,-0.31306458791829067,-0.38170215820870407,2359.8267831337616,70.51365006503868,955.4701499236912,174.15510051600205
0,Studio e kitnet,Originals,Rua Elvira Annibaleto,19,1,1448,1533,Novo Mundo,Curitiba,-25.4794268,-49.2881674,1929.0555555555557,1650.3457203665012,1643.8702290076335,1858.1809276690537,1865.0,2651.1595261947805,-0.2399833869158042,-0.05966600310913305,-0.12522822437491,-0.14162587146661573,2499.1013106179444,61.34205097995567,966.0597001526166,158.685845166486
0,Apartamento,Nenhum,Rua Nicolau Vorobi,50,3,1200,1757,Fazendinha,Curitiba,0.0,0.0,1408.3333333333333,408.41318947033693,3157.162162162162,2268.8736873082294,2224.125,1789.167544386054,0.8537105942118219,-0.6171177223282541,-0.2610851071302504,-0.008164078415560863,2149.3026489961385,81.74744495944446,1757.0,100.0
0,Apartamento,Nenhum,Rua Júlio Bartolomeu Taborda Luiz,80,2,1300,1381,Tingui,Curitiba,-25.3909012,-49.2111392,2017.857142857143,689.1749725992252,1968.030612244898,1272.6401768260293,2224.125,1789.167544386054,-0.9240862889365157,-0.46126990404228413,-0.47123870687544533,-0.6188649666180818,2475.0878530172004,55.79599925378499,1338.585824580303,103.1685809487035
1,Apartamento,Exclusivo,Rua Iapó,55,1,1200,1429,Prado Velho,Curitiba,-25.4464887,-49.2550658,1832.2727272727273,342.4970338292264,1643.8702290076335,1858.1809276690537,2224.125,1789.167544386054,-1.1774488168963368,-0.11563471877691255,-0.44441058775903747,-0.5791647078107622,1454.9748230856776,98.21475790003082,750.3326151360086,190.4488717634876
1,Apartamento,Nenhum,Avenida Visconde de Guarapuava,39,1,980,1346,Centro,Curitiba,-25.4375075,-49.2706303,2668.6176470588234,3457.8088701820184,1643.8702290076335,1858.1809276690537,2224.125,1789.167544386054,-0.382501664121534,-0.16030205916562118,-0.4908008770644927,-0.3445348667838826,1330.0726107682954,101.19748268649067,758.4008438818565,177.47870547064943
0,Apartamento,Originals,Rua Visconde do Serro Frio,67,2,1800,2349,Novo Mundo,Curitiba,-25.4862844,-49.2996563,1929.0555555555557,1650.3457203665012,1968.030612244898,1272.6401768260293,2224.125,1789.167544386054,0.2544584684663435,0.299353575890745,0.06979502863877982,0.20786902433195611,3268.5502668959734,71.86672402718659,1345.1412604363045,174.6284995553618
0,Studio e kitnet,Originals,Rua Pedro Ivo,28,1,1090,1369,Centro,Curitiba,-25.432472,-49.2668289,2668.6176470588234,3457.8088701820184,1643.8702290076335,1858.1809276690537,1865.0,2651.1595261947805,-0.3758500529817924,-0.14792436243140072,-0.1870879496685402,-0.23695412169391114,2694.023735004777,50.81618184026774,961.5213214830771,142.3785379910678
1,Apartamento,Exclusivo,Rua Frederico Müller,52,2,1289,1678,Campo Comprido,Curitiba,-25.4549867,-49.3235033,1977.2222222222222,1073.5094058481484,1968.030612244898,1272.6401768260293,2224.125,1789.167544386054,-0.2787327438326592,-0.22789679088101383,-0.3052397198426717,-0.27062308485211495,1713.9568922251135,97.90211221832813,1155.1316545470868,145.2648270346226
0,Studio e kitnet,Exclusivo,Rua Doutor Faivre,24,1,999,1312,Centro,Curitiba,-25.4281438,-49.2618004,2668.6176470588234,3457.8088701820184,1643.8702290076335,1858.1809276690537,1865.0,2651.1595261947805,-0.39233448058897813,-0.17859952390316447,-0.20858797614254584,-0.2598406602115628,1310.747977358333,100.09551970808228,963.5383786695392,136.16478897411633
0,Apartamento,Nenhum,Rua Theodoro Makiolka,40,2,996,1364,Santa Cândida,Curitiba,-25.3742582,-49.2233065,1404.611111111111,524.6169626654669,1968.030612244898,1272.6401768260293,2224.125,1789.167544386054,-0.0774109760095722,-0.47462796102457905,-0.48074033239583974,-0.3442597564766636,1608.7659668534995,84.78548328988931,1358.756396444923,100.38591196838496
0,Apartamento,Nenhum,Rua Mauá,60,3,2250,2987,Alto da Glória,Curitiba,-25.4219561,-49.2572035,3684.0,2928.8947858649117,3157.162162162162,2268.8736873082294,2224.125,1789.167544386054,-0.23797372420606558,-0.07499851715590253,0.42638544522770094,0.037804401288577615,2365.8831205370634,126.25306694448798,1751.9573570338448,170.49501735916374
0,Apartamento,Nenhum,Avenida Sete de Setembro,34,1,784,1135,Rebouças,Curitiba,-25.4401194,-49.2729475,1897.2,1383.5178832719632,1643.8702290076335,1858.1809276690537,2224.125,1789.167544386054,-0.550914454533416,-0.27385397268390455,-0.6087328173470355,-0.4778337481881187,1154.8614733272307,98.2801856511839,958.4957357033842,118.41471565516039
1,Casa em Condomínio,Exclusivo,Rua Luiz Parigot de Souza,145,4,2490,2750,Portão,Curitiba,-25.4757095,-49.2946625,3104.133333333333,2237.008680826974,6822.210526315789,4565.208509038131,5532.545454545455,3824.068366638765,-0.15830664242322823,-0.8920097555793319,-0.7276400910664744,-0.5926521630230116,4505.249495971532,61.039904725786506,1914.8075680043094,143.61756481180834
0,Casa,Nenhum,Rua Sesinando Chaves,300,4,2625,2776,Cajuru,Curitiba,-25.4470875,-49.2253864,1366.6153846153845,706.3281270605914,6822.210526315789,4565.208509038131,3763.2631578947367,4000.668209929417,1.995368103560901,-0.8863145064031934,-0.2467745651699906,0.28742634399590566,7343.540703625913,37.8019284162112,2034.2201723673577,136.4650708762456
0,Apartamento,Nenhum,Rua Professora Georgina Mongruel,60,2,1360,1639,Santa Cândida,Curitiba,-25.3778583,-49.2352191,1404.611111111111,524.6169626654669,1968.030612244898,1272.6401768260293,2224.125,1789.167544386054,0.4467809956010743,-0.25854174513451395,-0.3270375666247531,-0.04626610538606424,2041.92690993535,80.26731965895355,1348.671110512613,121.52703407260177
0,Studio e kitnet,Exclusivo,Rua Pastor Antônio Cardona de Aguiar,28,1,850,881,Novo Mundo,Curitiba,0.0,0.0,1929.0555555555557,1650.3457203665012,1643.8702290076335,1858.1809276690537,1865.0,2651.1595261947805,-0.6350521243044811,-0.41054679748790446,-0.37115835176178136,-0.47225242451805566,1397.380165974703,63.04655107119568,961.5213214830771,91.62563328716634
0,Apartamento,Nenhum,Rua Wilsom Gomes Ramos,42,2,725,1098,Abranches,Curitiba,0.0,0.0,1098.0,,1968.030612244898,1272.6401768260293,2224.125,1789.167544386054,,-0.6836422643946056,-0.6294128258325999,,1652.0820611616846,66.46158963967721,1357.747867851692,80.86921187637877
0,Studio e kitnet,Nenhum,Rua Professor Nilo Brandão,12,1,1020,1099,São Lourenço,Curitiba,-25.3892226,-49.2635362,3039.5,2744.281417784991,1643.8702290076335,1858.1809276690537,1865.0,2651.1595261947805,-0.7071067811865476,-0.29322775887659747,-0.28893018033488266,-0.42975490679934253,1272.477953657321,86.36691872273971,969.5895502289252,113.34693115664463
0,Apartamento,Nenhum,Avenida Paraná,55,1,1105,1682,Bacacheri,Curitiba,-25.3930162,-49.2399566,3556.1111111111113,2467.1432084723237,1643.8702290076335,1858.1809276690537,2224.125,1789.167544386054,-0.7596280202443445,0.02051994529951257,-0.3030040432496377,-0.34737070606482323,1609.6804635631738,104.49278835606542,947.9061854744588,177.4437202515039
0,Apartamento,Nenhum,Travessa Capitão Clementino Paraná,180,3,3750,6310,Água Verde,Curitiba,-25.4538876,-49.2860627,3532.0,1997.0725575201318,3157.162162162162,2268.8736873082294,2224.125,1789.167544386054,1.3910360890690854,1.3896048314520035,2.2836737748906866,1.688104898470592,4964.848779028167,127.09349832876755,1691.4456414399854,373.0536675496164
0,Studio e kitnet,Originals,Rua Nunes Machado,29,1,1700,21762,Centro,Curitiba,-25.438058,-49.2751876,2668.6176470588234,3457.8088701820184,1643.8702290076335,1858.1809276690537,1865.0,2651.1595261947805,5.521815424094306,10.826787355001553,7.505018013215614,7.951206930770492,2715.6817821588693,801.3457299367378,961.0170571864617,2264.4759359123027
0,Studio e kitnet,Nenhum,Rua Domingos Gabardo,32,1,1111,1251,Capão Raso,Curitiba,-25.5005694,-49.2983352,2453.75,1234.681190776446,1643.8702290076335,1858.1809276690537,1865.0,2651.1595261947805,-0.9741381086753531,-0.21142732828522745,-0.23159677640420098,-0.4723874044549272,1705.6388967391717,73.34495023487403,959.5042642966152,130.37982701588845
0,Apartamento,Nenhum,Rua João Koleski,31,1,1500,1854,Cidade Industrial,Curitiba,-25.4392812,-49.3513049,1344.75,455.09521980670064,1643.8702290076335,1858.1809276690537,2224.125,1789.167544386054,1.1189965920017821,0.11308359044237865,-0.20686994974917622,0.3417367442316615,1089.887331864953,170.10932651428666,960.0085285932307,193.12328430215084
0,Apartamento,Exclusivo,Avenida Visconde de Guarapuava,260,3,8000,11802,Batel,Curitiba,-25.4440166,-49.2871886,6031.25,5181.3736515200935,3157.162162162162,2268.8736873082294,2224.125,1789.167544386054,1.1137490534594041,3.810189119912618,5.353257737126352,3.4257319701661246,6475.86600920747,182.24589550215777,1651.1044977107458,714.7942493260394
0,Apartamento,Exclusivo,Rua Miguel Jorge Nasser,54,3,816,1205,Tingui,Curitiba,-25.3874336,-49.2266443,2017.857142857143,689.1749725992252,3157.162162162162,2268.8736873082294,2224.125,1789.167544386054,-1.1794641058880158,-0.860410243673895,-0.5696084769689408,-0.8698276088436172,2014.3082954644103,59.82202439980422,1754.9829428135379,68.66163599676808
0,Apartamento,Exclusivo,Avenida dos Estados,71,3,1900,2332,Portão,Curitiba,-25.4663425,-49.2857532,3104.133333333333,2237.008680826974,3157.162162162162,2268.8736873082294,2224.125,1789.167544386054,-0.34516331561480224,-0.36368801259321176,0.060293403118385366,-0.21618597502987622,2382.495097083983,97.88057918164088,1746.4104497710746,133.53103792442874
0,Casa,Exclusivo,Rua Sargento Luiz Gonzaga Martins Ribas,65,2,1500,1559,Uberaba,Curitiba,-25.4911826,-49.2045311,2663.4545454545455,1702.0185876562198,1968.030612244898,1272.6401768260293,3763.2631578947367,4000.668209929417,-0.6489086273584384,-0.3214031897570784,-0.5509737479413785,-0.5070951883522984,1384.3606590626443,112.61516208179484,1346.1497890295357,115.81177761234966
0,Apartamento,Nenhum,Rua Synval Stocchero,56,2,1020,1337,Cidade Industrial,Curitiba,0.0,0.0,1344.75,455.09521980670064,1968.030612244898,1272.6401768260293,2224.125,1789.167544386054,-0.01702940321652197,-0.49584369858469457,-0.49583114939881917,-0.3362347504000119,1955.29472131898,68.37843857616012,1350.6881676990752,98.98657824756152
0,Casa,Exclusivo,Rua Ebraim Sebastião de Castro,125,4,2600,2756,Santa Cândida,Curitiba,-25.3724625,-49.2436724,1404.611111111111,524.6169626654669,6822.210526315789,4565.208509038131,3763.2631578947367,4000.668209929417,2.575953476652318,-0.8906954673079154,-0.2517737300470882,0.47782809309910484,3331.755909511623,82.7191449449243,2122.4664242750696,129.84893275479325
0,Apartamento,Originals,Rua Paulo Ziliotto,42,1,2000,2649,Campina do Siqueira,Curitiba,-25.4374917,-49.3130636,2350.25,605.2312918766401,1643.8702290076335,1858.1809276690537,2224.125,1789.167544386054,0.4936129443566379,0.5409213688643469,0.23747077311632891,0.42400169544577127,2403.1428774419464,110.23064940773554,954.4616213304603,277.53866062288165
0,Casa,Nenhum,Rua Engenheiros Rebouças,212,4,5440,5781,Rebouças,Curitiba,-25.4441556,-49.2654948,1897.2,1383.5178832719632,6822.210526315789,4565.208509038131,3763.2631578947367,4000.668209929417,2.8071917587468924,-0.2280751304687215,0.5043499576139212,1.0278221952973638,5437.63255406577,106.314649666379,2078.5954304695215,278.1204997979893
0,Studio e kitnet,Exclusivo,Rua Baltazar Carrasco dos Reis,40,1,1547,1895,Rebouças,Curitiba,-25.450205,-49.269429,1897.2,1383.5178832719632,1643.8702290076335,1858.1809276690537,1865.0,2651.1595261947805,-0.0015901493046097356,0.13514818027294556,0.011315803407371384,0.04829127812523573,1657.2767318238134,114.34421081351785,955.4701499236912,198.33167997465378
0,Studio e kitnet,Nenhum,Rua Alfredo Muraro,40,1,550,570,Cascatinha,Curitiba,0.0,0.0,570.0,,1643.8702290076335,1858.1809276690537,1865.0,2651.1595261947805,,-0.5779147837636681,-0.4884655137515314,,1878.9032739719116,30.33684638778915,955.4701499236912,59.656494768101666
0,Apartamento,Exclusivo,Rua Synval Stocchero,43,1,1105,1425,Cidade Industrial,Curitiba,0.0,0.0,1344.75,455.09521980670064,1643.8702290076335,1858.1809276690537,2224.125,1789.167544386054,0.17633672362914682,-0.11778736168721175,-0.44664626435207144,-0.12936563413671212,1128.1573555659654,126.31216673538567,953.9573570338448,149.37774623708296
0,Casa,Exclusivo,Rua Brasílio Ribas,230,4,7147,7563,Novo Mundo,Curitiba,-25.4922865,-49.2762958,1929.0555555555557,1650.3457203665012,6822.210526315789,4565.208509038131,3763.2631578947367,4000.668209929417,3.4137965002831554,0.16226848614200362,0.9497755481633158,1.5086135115294914,5605.850860691337,134.91261519339275,2069.5186731304425,365.44729449383914
0,Casa,Nenhum,Rua das Carmelitas,40,1,680,1040,Boqueirão,Curitiba,-25.4989093,-49.2319478,1487.6,947.5475185973525,1643.8702290076335,1858.1809276690537,3763.2631578947367,4000.668209929417,-0.4723773649500754,-0.32497924180351084,-0.6807020765020608,-0.49268622775188237,740.5798117567158,140.43050910786172,955.4701499236912,108.84693782250127
0,Apartamento,Exclusivo,Rua Lothario Boutin,45,2,1500,1914,Pinheirinho,Curitiba,-25.5099915,-49.2884646,1948.3333333333333,713.7977654770292,1968.030612244898,1272.6401768260293,2224.125,1789.167544386054,-0.048099524814830964,-0.04245552924444887,-0.1733348008536664,-0.08796328497098209,1495.429660475864,127.98997175105794,1356.2350749618456,141.125977003201
0,Studio e kitnet,Nenhum,Rua Cláudio Mendes Sobrinho,25,1,792,1021,Santa Cândida,Curitiba,-25.3641933,-49.2169081,1404.611111111111,524.6169626654669,1643.8702290076335,1858.1809276690537,1865.0,2651.1595261947805,-0.7312213260548512,-0.3352042956274321,-0.31835126919404827,-0.4615922969587772,1554.0325666605238,65.70003884757945,963.0341143729237,106.01908953815418
0,Apartamento,Nenhum,Rua Professor Algacyr Munhoz Mader,45,2,1275,1322,Cidade Industrial de Curitiba,Curitiba,-25.4956755,-49.3223195,1585.857142857143,659.5941753764023,1968.030612244898,1272.6401768260293,2224.125,1789.167544386054,-0.40002952225369615,-0.5076302194514254,-0.5042149366226967,-0.4706248927759394,1717.0562026239622,76.992238109606,1356.2350749618456,97.47572706281699
0,Casa,Nenhum,Avenida Nossa Senhora da Luz,300,5,11250,12124,Hugo Lange,Curitiba,-25.4118075,-49.2410993,6754.0,7594.32682994352,9365.166666666666,5804.465708975002,3763.2631578947367,4000.668209929417,0.7071067811865476,0.47529496626495027,2.0898350983854193,1.0907456152789725,7667.496914227626,158.12200690296976,2437.506418888589,497.393561963545
0,Casa,Nenhum,Rua Daniel Brambila,150,3,3200,3388,Capão Raso,Curitiba,0.0,0.0,2453.75,1234.681190776446,3157.162162162162,2268.8736873082294,3763.2631578947367,4000.668209929417,0.7566730642527114,0.10174115867670967,-0.09380011993080459,0.2548713676662055,3770.8774199103204,89.8464633751095,1706.5735703384503,198.52645434606646
0,Casa,Nenhum,Alameda Júlia da Costa,360,3,4690,5181,Bigorrilho,Curitiba,-25.4309041,-49.2876434,2990.8888888888887,1485.266680132262,3157.162162162162,2268.8736873082294,3763.2631578947367,4000.668209929417,1.4745574922047557,0.8920011057287637,0.3543750113009937,0.9069778697448377,8319.06732226975,62.278616091141714,1600.678068049196,323.6753288132617
0,Apartamento,Exclusivo,Rua Alberto Otto,45,2,875,1219,Santa Cândida,Curitiba,-25.3550711,-49.2478175,1404.611111111111,524.6169626654669,1968.030612244898,1272.6401768260293,2224.125,1789.167544386054,-0.3538031064951858,-0.588564329402977,-0.5617836088933218,-0.5013836815971615,1495.429660475864,81.51503425524537,1356.2350749618456,89.88117344143261
0,Apartamento,Exclusivo,Rua Alberto Otto,45,2,875,1219,Santa Cândida,Curitiba,-25.3550711,-49.2478175,1404.611111111111,524.6169626654669,1968.030612244898,1272.6401768260293,2224.125,1789.167544386054,-0.3538031064951858,-0.588564329402977,-0.5617836088933218,-0.5013836815971615,1495.429660475864,81.51503425524537,1356.2350749618456,89.88117344143261
0,Apartamento,Exclusivo,Rua Padre Anchieta,43,1,1280,1645,Campina do Siqueira,Curitiba,-25.4361983,-49.3073031,2350.25,605.2312918766401,1643.8702290076335,1858.1809276690537,2224.125,1789.167544386054,-1.1652570008619878,0.0006079983792448639,-0.3236840517352021,-0.4961110180726484,1128.1573555659654,145.81299247698908,953.9573570338448,172.4395737263168
0,Apartamento,Exclusivo,Rua Thereza Lopes Skroski,48,2,680,956,Santa Cândida,Curitiba,-25.3511016,-49.2343564,1404.611111111111,524.6169626654669,1968.030612244898,1272.6401768260293,2224.125,1789.167544386054,-0.8551212466173677,-0.7952213285996574,-0.7087793448853066,-0.7863739733674439,1560.4038019381414,61.26619268759629,1354.722282071999,70.56796899640806
0,Studio e kitnet,Exclusivo,Rua Andorinhas,25,1,800,952,Novo Mundo,Curitiba,-25.4948705,-49.2870055,1929.0555555555557,1650.3457203665012,1643.8702290076335,1858.1809276690537,1865.0,2651.1595261947805,-0.5920308354170638,-0.37233738583009346,-0.34437761703100245,-0.4362486127593866,1332.4060245124256,71.44969194719533,963.0341143729237,98.85423431961094
0,Casa em Condomínio,Nenhum,Rua Pedro Gusso,62,2,2040,2445,Capão Raso,Curitiba,-25.4966487,-49.296573,2453.75,1234.681190776446,1968.030612244898,1272.6401768260293,5532.545454545455,3824.068366638765,-0.007086849678577709,0.3747873094378223,-0.8073980793547657,-0.14656587319850703,2214.424801455922,110.41241944149476,1347.662581919382,181.4252345359145
0,Studio e kitnet,Nenhum,Rua Jaboticabas,20,1,512,531,Uberaba,Curitiba,-25.4834105,-49.2152949,2663.4545454545455,1702.0185876562198,1643.8702290076335,1858.1809276690537,1865.0,2651.1595261947805,-1.2528973308047484,-0.5989030521390855,-0.5031760581811142,-0.7849921470416493,1445.742330890061,36.72853652096453,965.5554358560012,54.99425307768565
0,Apartamento,Exclusivo,Rua Luiz Barreto Murat,38,1,1097,1210,Bairro Alto,Curitiba,-25.4127337,-49.2126508,1338.7142857142858,536.7180247534436,1643.8702290076335,1858.1809276690537,2224.125,1789.167544386054,-0.23981733382890258,-0.23349191811579437,-0.5668138812276483,-0.3467077110574484,1019.8671197955027,118.64290715074937,956.4786785169222,126.50569502251507
0,Apartamento,Exclusivo,Rua Pastor Júlio de Oliveira Roza,41,1,650,727,Cajuru,Curitiba,0.0,0.0,1366.6153846153845,706.3281270605914,1643.8702290076335,1858.1809276690537,2224.125,1789.167544386054,-0.9055499280159857,-0.49342354953442413,-0.8367718298365023,-0.7452484357956374,1084.8412612577804,67.0144127037633,954.9658856270757,76.12837389710705
0,Apartamento,Nenhum,Rua das Carmelitas,40,1,680,1037,Boqueirão,Curitiba,-25.4989093,-49.2319478,1487.6,947.5475185973525,1643.8702290076335,1858.1809276690537,2224.125,1789.167544386054,-0.4755434330797676,-0.32659372398623526,-0.6635068938763683,-0.48854801698079037,1284.809756251786,80.71233853526076,955.4701499236912,108.53295627109023
0,Casa,Exclusivo,Rua Desembargador Ernâni Almeida de Abreu,25,1,663,731,Tatuquara,Curitiba,-25.5589863,-49.3397146,962.3333333333334,295.46956978116486,1643.8702290076335,1858.1809276690537,3763.2631578947367,4000.668209929417,-0.7829345455258454,-0.4912709066241249,-0.7579391738532184,-0.6773815420010628,194.08256229722974,376.64383206179156,963.0341143729237,75.90592992398697
0,Casa,Exclusivo,Rua Ivo Pereira de Carvalho,220,3,2800,3081,Uberaba,Curitiba,-25.4762423,-49.222647,2663.4545454545455,1702.0185876562198,3157.162162162162,2268.8736873082294,3763.2631578947367,4000.668209929417,0.24532367482568992,-0.03356826895573907,-0.17053730079425247,0.013739368358566123,5065.314178548699,60.825447176561134,1671.2750695753655,184.35026382478227
0,Apartamento,Nenhum,Rua Paschoal Bordignon,89,3,1923,2468,Jardim Botânico,Curitiba,-25.4444248,-49.2464395,2902.3333333333335,752.2874007540823,3157.162162162162,2268.8736873082294,2224.125,1789.167544386054,-0.577350269189626,-0.30374637689935824,0.13630640728154098,-0.24826341293581441,2993.9664880057467,82.4324523967505,1737.3336924319956,142.0567626559516
0,Apartamento,Nenhum,Rua Paschoal Bordignon,89,3,1923,2468,Jardim Botânico,Curitiba,-25.4444248,-49.2464395,2902.3333333333335,752.2874007540823,3157.162162162162,2268.8736873082294,2224.125,1789.167544386054,-0.577350269189626,-0.30374637689935824,0.13630640728154098,-0.24826341293581441,2993.9664880057467,82.4324523967505,1737.3336924319956,142.0567626559516
0,Casa,Exclusivo,Rua Antônio Jonque Filho,300,5,4880,5495,Uberaba,Curitiba,-25.4857293,-49.2300103,2663.4545454545455,1702.0185876562198,9365.166666666666,5804.465708975002,3763.2631578947367,4000.668209929417,1.6636395601558382,-0.6667567457040057,0.4328618998714257,0.4765815714410861,7445.870372079528,73.79929713261075,2437.506418888589,225.4353037767799
0,Apartamento,Originals,Rua Brigadeiro Franco,68,2,2600,3235,Centro,Curitiba,-25.4384854,-49.2778795,2668.6176470588234,3457.8088701820184,1968.030612244898,1272.6401768260293,2224.125,1789.167544386054,0.16379805079028625,0.9955440750856457,0.5649973939958082,0.5747798399572467,3290.208314050066,98.32204198699786,1344.636996139689,240.58537800814227
0,Apartamento,Nenhum,Rua Salustiano Cordeiro,107,3,2174,2860,Água Verde,Curitiba,-25.4548406,-49.2842938,3532.0,1997.0725575201318,3157.162162162162,2268.8736873082294,2224.125,1789.167544386054,-0.33649253126509193,-0.13097342695825104,0.3554027133988718,-0.03735441494149039,3383.811336779412,84.52007855503089,1728.2569350929166,165.48465346364932
0,Apartamento,Nenhum,Rua Urbano Lopes,150,3,12000,13760,Cristo Rei,Curitiba,-25.4416562,-49.2350444,3962.125,4173.567861725573,3157.162162162162,2268.8736873082294,2224.125,1789.167544386054,2.3476016982623213,4.673172374975597,6.44762142941649,4.48946516755147,4315.10736440539,318.87966713189974,1706.5735703384503,806.2939822319584
0,Apartamento,Nenhum,Rua Izaac Ferreira da Cruz,51,2,1130,1469,Sítio Cercado,Curitiba,-25.5330147,-49.2634571,1171.6666666666667,299.5013633803136,1968.030612244898,1272.6401768260293,2224.125,1789.167544386054,0.992761201409867,-0.3921223149574633,-0.42205382182869755,0.05952835487456872,1847.0044855485173,79.53418692233123,1353.2094891821525,108.55673210567187
0,Casa,Exclusivo,Rua Antônio de Oliveira Santos,90,3,1360,1415,Cidade Industrial de Curitiba,Curitiba,-25.5101811,-49.3256319,1585.857142857143,659.5941753764023,3157.162162162162,2268.8736873082294,3763.2631578947367,4000.668209929417,-0.25903373503812704,-0.7678533062054447,-0.5869677350564811,-0.5379515921000176,2249.768048516671,62.8953727444456,1736.82942813538,81.47029161747399
0,Casa em Condomínio,Nenhum,Alameda das Hortênsias,450,4,10000,11784,Mossunguê,Curitiba,0.0,0.0,5651.166666666667,4335.060111078815,6822.210526315789,4565.208509038131,5532.545454545455,3824.068366638765,1.4147054887797457,1.0868702850835696,1.6347653718726205,1.3787803819119786,11265.659518447246,104.60106645957109,1958.580527875033,601.6602244476045
0,Studio e kitnet,Exclusivo,Rua Mamoré,27,1,1020,1057,Mercês,Curitiba,-25.4172142,-49.2862472,1156.6666666666667,172.62773048769807,1643.8702290076335,1858.1809276690537,1865.0,2651.1595261947805,-0.5773502691896263,-0.31583050943473917,-0.3047723051052026,-0.3993176945765227,1375.7221188206106,76.83237665075508,962.0255857796926,109.87233766171963
