Novo,Tipo,TipoAnuncio,Rua,Metragem,Comodos,Aluguel,Total,Bairro,Cidade,Lat,Long,TicketM.Bairro,Std.Bairro,TicketM.Comodos,Std.Comodos,TicketM.Tipo,Std.Tipo,ZScore.Bairro,ZScore.Comodos,ZScore.Tipo,Zscore,PredictOfModel,%PriceOfCityModel,PredictOfModelByRegion,%PriceOfRegioModel
0,Studio e kitnet,Originals,Rua Augusto de Mari,28,1,1600,1941,Portão,Curitiba,-25.4754507,-49.2929217,3104.133333333333,2237.008680826974,1643.8702290076335,1858.1809276690537,1865.0,2651.1595261947805,-0.5199502993896956,0.1599035737413865,0.028666701965340838,-0.11046000789432275,2694.023735004777,72.04836300362284,961.5213214830771,201.86759842268995
0,Apartamento,Originals,Rua Alípia Marques Verchai,90,3,1500,2333,Portão,Curitiba,-25.4755928,-49.2908371,3104.133333333333,2237.008680826974,3157.162162162162,2268.8736873082294,2224.125,1789.167544386054,-0.34471629008085114,-0.3632472652719334,0.06085232226664387,-0.2157037443620469,4090.6415620418147,57.03261859089652,1736.82942813538,134.32522285764438
0,Studio e kitnet,Exclusivo,Rua Mamoré,25,1,1020,1057,Mercês,Curitiba,-25.4172142,-49.2862472,1156.6666666666667,172.62773048769807,1643.8702290076335,1858.1809276690537,1865.0,2651.1595261947805,-0.5773502691896263,-0.31583050943473917,-0.3047723051052026,-0.3993176945765227,1332.4060245124256,79.3301726766654,963.0341143729237,109.75727486956804
0,Casa,Exclusivo,Rua Desembargador Ernâni Almeida de Abreu,50,1,671,748,Tatuquara,Curitiba,-25.5589863,-49.3397146,962.3333333333334,295.46956978116486,1643.8702290076335,1858.1809276690537,3763.2631578947367,4000.668209929417,-0.7253990097595369,-0.48212217425535325,-0.7536898837076855,-0.6537370225741919,735.533741149543,101.69485886955694,950.4275069575363,78.70142588722652
0,Apartamento,Nenhum,Rua Guido Scotti,90,3,2800,3206,Tingui,Curitiba,-25.384771,-49.2191114,2017.857142857143,689.1749725992252,3157.162162162162,2268.8736873082294,2224.125,1789.167544386054,1.7240075516117095,0.02152514620405276,0.5487887386963117,0.7647738121706912,3015.624535159839,106.3129697553701,1736.82942813538,184.58922609584565
0,Apartamento,Exclusivo,Rua Ângelo Tozim,48,2,935,1412,Campo de Santana,Curitiba,-25.5824023,-49.331801,1307.6666666666667,90.46730532813126,1968.030612244898,1272.6401768260293,2224.125,1789.167544386054,1.153271150886046,-0.4369110942510404,-0.4539122132794319,0.08748261445185794,1560.4038019381414,90.48939756787233,1354.722282071999,104.2280044172889
0,Apartamento,Exclusivo,Rua Vereador Adeodato Volpi,70,2,1177,1628,Novo Mundo,Curitiba,0.0,0.0,1929.0555555555557,1650.3457203665012,1968.030612244898,1272.6401768260293,2224.125,1789.167544386054,-0.1824196905171473,-0.26718519377011657,-0.33318567725559656,-0.26093018718095345,2036.880839328177,79.92612864564832,1343.628467546458,121.16444681860756
0,Studio e kitnet,Exclusivo,Estrada da Mina do Ouro,20,1,552,1272,Santo Inácio,Curitiba,-25.4257434,-49.338661,1272.0,,1643.8702290076335,1858.1809276690537,1865.0,2651.1595261947805,,-0.2001259530061566,-0.22367571401904102,,1224.115788741963,103.9117387177277,965.5554358560012,131.7376457906142
0,Casa em Condomínio,Exclusivo,Rua Jaziel Sotto Maior Lagos,166,3,3800,4624,Campo Comprido,Curitiba,0.0,0.0,1977.2222222222222,1073.5094058481484,3157.162162162162,2268.8736873082294,5532.545454545455,3824.068366638765,2.465537575506044,0.6465048477767313,-0.2375860908951368,0.9581521107958796,4569.191373935159,101.19952572740758,1698.5053415926022,272.2393557893854
0,Apartamento,Nenhum,Estrada Guilherme Weigert,64,3,1360,1726,Santa Cândida,Curitiba,-25.3564984,-49.2368355,1404.611111111111,524.6169626654669,3157.162162162162,2268.8736873082294,2224.125,1789.167544386054,0.6126162738924424,-0.6307808892878826,-0.2784116007262638,-0.09885873870723465,2452.515309153434,70.3767268468463,1749.940299847383,98.63193619522501
0,Casa,Nenhum,Rua Desembargador Ernâni Guaritá Cartaxo,350,5,4500,4914,Capão Raso,Curitiba,-25.5068515,-49.3009771,2453.75,1234.681190776446,9365.166666666666,5804.465708975002,3763.2631578947367,4000.668209929417,1.9926196481966638,-0.7668520911036079,0.28763616019174093,0.504467905761599,8750.399271932252,56.15743747559186,2412.2932040578144,203.70658059865877
0,Studio e kitnet,Exclusivo,Rua Pastor Antônio Cardona de Aguiar,25,1,900,932,Novo Mundo,Curitiba,0.0,0.0,1929.0555555555557,1650.3457203665012,1643.8702290076335,1858.1809276690537,1865.0,2651.1595261947805,-0.6041495083430969,-0.38310060038158955,-0.35192148596925005,-0.4463905315646455,1332.4060245124256,69.94864799872485,963.0341143729237,96.77746469104768
0,Studio e kitnet,Exclusivo,Rua Pastor Antônio Cardona de Aguiar,25,1,900,932,Novo Mundo,Curitiba,0.0,0.0,1929.0555555555557,1650.3457203665012,1643.8702290076335,1858.1809276690537,1865.0,2651.1595261947805,-0.6041495083430969,-0.38310060038158955,-0.35192148596925005,-0.4463905315646455,1332.4060245124256,69.94864799872485,963.0341143729237,96.77746469104768
0,Apartamento,Nenhum,Rua Satyrio Ferreira da Costa,44,2,1020,1455,Alto Boqueirão,Curitiba,-25.5331249,-49.2411177,1372.3333333333333,261.9720086828616,1968.030612244898,1272.6401768260293,2224.125,1789.167544386054,0.3155553415126173,-0.40312306776641205,-0.42987868990431655,-0.17248213871937043,1695.3981554698696,85.82054871923317,1356.739339258461,107.24241259159216
0,Studio e kitnet,Nenhum,Rua das Carmelitas,40,1,552,905,Boqueirão,Curitiba,-25.4989093,-49.2319478,1487.6,947.5475185973525,1643.8702290076335,1858.1809276690537,1865.0,2651.1595261947805,-0.6148504307862241,-0.3976309400261092,-0.3621057090358843,-0.4581956932827393,1878.9032739719116,48.16639645780558,955.4701499236912,94.71776800900352
0,Studio e kitnet,Exclusivo,Rua Pastor Antônio Cardona de Aguiar,25,1,860,891,Novo Mundo,Curitiba,0.0,0.0,1929.0555555555557,1650.3457203665012,1643.8702290076335,1858.1809276690537,1865.0,2651.1595261947805,-0.6289927878414645,-0.40516519021215647,-0.3673864172926576,-0.4671814651154262,1332.4060245124256,66.87150790436034,963.0341143729237,92.520086952493
0,Casa em Condomínio,Nenhum,Rua Orlando Peruci,372,4,10700,12297,Butiatuvinha,Curitiba,-25.3866821,-49.3519592,7189.5,7223.095769820583,6822.210526315789,4565.208509038131,5532.545454545455,3824.068366638765,0.7071067811865476,1.1992419322896875,1.7689156931575172,1.225088135544584,9576.331840428029,128.41033711975427,1997.913143011042,615.492222122693
0,Studio e kitnet,Originals,Rua Sete de Abril,34,1,1600,2058,Alto da Rua XV,Curitiba,-25.4238979,-49.2558088,2320.6666666666665,541.134302491843,1643.8702290076335,1858.1809276690537,1865.0,2651.1595261947805,-0.4854001408839277,0.2228683788676384,0.07279833525408924,-0.0632444755874,2823.972017929332,72.8760762122927,958.4957357033842,214.71144036856393
0,Casa,Exclusivo,Rua Isac de Oliveira,38,1,910,1027,Uberaba,Curitiba,-25.477906,-49.2373663,2663.4545454545455,1702.0185876562198,1643.8702290076335,1858.1809276690537,3763.2631578947367,4000.668209929417,-0.9614786567683965,-0.33197533126198325,-0.6839515336721742,-0.6591351739008513,475.6371753004328,215.92088535789972,956.4786785169222,107.37301552737438
0,Apartamento,Exclusivo,Rua Miguel Caluf,70,3,1550,1606,Cajuru,Curitiba,-25.4642399,-49.2154386,1366.6153846153845,706.3281270605914,3157.162162162162,2268.8736873082294,2224.125,1789.167544386054,0.3389141763061634,-0.6836705678412827,-0.3454818985172835,-0.23007943001746758,2360.837049929891,68.02671959285344,1746.91471406769,91.93350923585902
0,Apartamento,Exclusivo,Rua Fernando de Noronha,69,3,1260,1695,Boa vista,Curitiba,-25.3780654,-49.242367,3992.3333333333335,2409.395429009803,3157.162162162162,2268.8736873082294,2224.125,1789.167544386054,-0.9534895375299504,-0.6444440562475109,-0.29573809432227727,-0.6312238960332461,2339.179002775798,72.46132074495453,1747.4189783643055,97.00020550232475
0,Studio e kitnet,Exclusivo,Rua Doutor Pedrosa,37,1,1300,2895,Centro,Curitiba,-25.4377079,-49.2758775,2668.6176470588234,3457.8088701820184,1643.8702290076335,1858.1809276690537,1865.0,2651.1595261947805,0.06546988611584534,0.6733089078477483,0.38850925031975087,0.3757626814277815,1592.302590361536,181.81217675107112,956.9829428135378,302.5132288657806
0,Casa,Nenhum,Avenida Nossa Senhora da Luz,270,5,12120,19055,Jardim Social,Curitiba,-25.4199973,-49.2396906,17969.0,1535.8359287371811,9365.166666666666,5804.465708975002,3763.2631578947367,4000.668209929417,0.7071067811865476,1.6693755841042675,3.822295686543587,2.0662593506114675,7017.755499604849,271.52556114377217,2452.634347787054,776.9197237734526
0,Casa em Condomínio,Nenhum,Rua Tenente-coronel Servando de Loyola E Silva,125,3,5500,6137,Barreirinha,Curitiba,-25.3654303,-49.2645686,6137.0,,3157.162162162162,2268.8736873082294,5532.545454545455,3824.068366638765,,1.3133555448708516,0.15806583133497726,,3902.8379827654644,157.24454940482715,1719.1801777538376,356.97247324118064
0,Apartamento,Originals,Rua Doutor Pedrosa,34,1,2000,2961,Centro,Curitiba,-25.4377079,-49.2758775,2668.6176470588234,3457.8088701820184,1643.8702290076335,1858.1809276690537,2224.125,1789.167544386054,0.08455711808206035,0.7088275158676853,0.41185354737298,0.4017460604409086,2229.8785002092063,132.78750388069128,958.4957357033842,308.92156216293387
0,Apartamento,Exclusivo,Rua João Koleski,30,1,1200,1528,Cidade Industrial,Curitiba,-25.4392812,-49.3513049,1344.75,455.09521980670064,1643.8702290076335,1858.1809276690537,2224.125,1789.167544386054,0.40266298573260006,-0.06235680674700707,-0.38907759208144627,-0.016257137698617752,846.6027425627624,180.48606780726587,960.5127928898462,159.08169170790362
0,Casa,Exclusivo,Rua Frederico Lampe,120,1,2040,2276,Xaxim,Curitiba,-25.5025129,-49.2629022,1672.6666666666667,782.4432673789626,1643.8702290076335,1858.1809276690537,3763.2631578947367,4000.668209929417,0.7710889191421969,0.34018741747894543,-0.3717536870974302,0.24650754984123735,2251.597041936019,101.08380663189173,915.1290061944516,248.70810394970513
0,Studio e kitnet,Nenhum,Rua Xxv de Dezembro,23,1,637,661,Cidade Industrial,Curitiba,-25.4932496,-49.3477964,1344.75,455.09521980670064,1643.8702290076335,1858.1809276690537,1865.0,2651.1595261947805,-1.5024328321673415,-0.5289421575543611,-0.45414091008250485,-0.8285052999347357,1510.7164723523385,43.754073785318305,964.0426429661547,68.56543170810818
0,Apartamento,Nenhum,Alameda Dom Pedro Ii,160,2,7270,9016,Batel,Curitiba,-25.4382558,-49.2840554,6031.25,5181.3736515200935,1968.030612244898,1272.6401768260293,2224.125,1789.167544386054,0.5760538036326225,5.538069217123705,3.7961089900781797,3.303410670278169,4207.731625344602,214.27222082543378,1298.2446808510635,694.4761748678659
0,Casa,Exclusivo,Avenida Nossa Senhora de Lourdes,204,4,15000,15737,Jardim das Américas,Curitiba,-25.458039,-49.2248557,7389.333333333333,7242.397001914031,6822.210526315789,4565.208509038131,3763.2631578947367,4000.668209929417,1.1526110298096797,1.9527672079018614,2.9929342334330977,2.0327708237148796,5042.741634684932,312.07230391812925,2082.6295448424453,755.6312662024841
0,Apartamento,Exclusivo,Rua Francisco Raitani,64,3,2184,2782,Pinheirinho,Curitiba,0.0,0.0,1948.3333333333333,713.7977654770292,3157.162162162162,2268.8736873082294,2224.125,1789.167544386054,1.1679311802125487,-0.16535171801796114,0.31180701983470904,0.43812882734309894,2230.8887670053355,124.70366255572914,1749.940299847383,158.97685196704288
0,Apartamento,Exclusivo,Rua Padre Germano Mayer,25,1,1050,1384,Hugo Lange,Curitiba,-25.4189892,-49.2481074,6754.0,7594.32682994352,1643.8702290076335,1858.1809276690537,2224.125,1789.167544386054,-0.7071067811865476,-0.13985195151777868,-0.4695619494306698,-0.438840227378332,738.3125067922999,187.45449755591682,963.0341143729237,143.71245829657724
1,Apartamento,Exclusivo,Rua José de Alencar,73,2,1500,1961,Alto da Rua XV,Curitiba,-25.4322274,-49.2542633,2320.6666666666665,541.134302491843,1968.030612244898,1272.6401768260293,2224.125,1789.167544386054,-0.6646532385961397,-0.0055244305286922864,-0.14706560088551704,-0.272414423336783,2168.7758824610564,90.41967018623984,1144.5421043181614,171.33489389350402
1,Apartamento,Originals,Rua Arion Niepce da Silva,75,2,1962,2596,Portão,Curitiba,-25.4696778,-49.2918176,3104.133333333333,2237.008680826974,1968.030612244898,1272.6401768260293,2224.125,1789.167544386054,-0.22714857465170285,0.4934382861629126,0.2078480582586286,0.1580459232566128,3508.7355457993153,73.98676720187564,1143.5335757249304,227.01563426804455
0,Apartamento,Nenhum,Rua Xxv de Dezembro,25,1,603,625,Cidade Industrial,Curitiba,-25.4932496,-49.3477964,1344.75,455.09521980670064,1643.8702290076335,1858.1809276690537,2224.125,1789.167544386054,-1.5815371567860241,-0.5483159437470541,-0.8937815829588691,-1.007878227830649,959.9390489403982,65.1083004373964,963.0341143729237,64.89905089260172
0,Apartamento,Exclusivo,Rua Joaquim Augusto de Andrade,140,2,2920,3651,Jardim das Américas,Curitiba,-25.4559099,-49.2397691,7389.333333333333,7242.397001914031,1968.030612244898,1272.6401768260293,2224.125,1789.167544386054,-0.5161734895705609,1.3224235871229806,0.7975077596713429,0.5345859524079208,3552.9441401146532,102.75984805891665,1308.3299667833735,279.0580429015361
0,Apartamento,Nenhum,Rua Pedro Gusso,60,2,1105,1495,Cidade Industrial de Curitiba,Curitiba,-25.4980777,-49.308256,1585.857142857143,659.5941753764023,1968.030612244898,1272.6401768260293,2224.125,1789.167544386054,-0.1377470363580676,-0.37169234545512986,-0.40752192397397663,-0.30565376859572474,2041.92690993535,73.21515734602535,1348.671110512613,110.84985719251964
0,Apartamento,Exclusivo,Rua Helena Andretta de Oliveira,70,3,1470,1847,Uberaba,Curitiba,-25.4860239,-49.2205157,2663.4545454545455,1702.0185876562198,3157.162162162162,2268.8736873082294,2224.125,1789.167544386054,-0.4796977843695889,-0.577450463413204,-0.2107823837869857,-0.4226435438565929,2360.837049929891,78.23496331755933,1746.91471406769,105.72925999914796
0,Apartamento,Exclusivo,Praça General Osório,60,2,1530,2110,Centro,Curitiba,-25.43303965,-49.27594792083579,2668.6176470588234,3457.8088701820184,1968.030612244898,1272.6401768260293,2224.125,1789.167544386054,-0.16155249408837855,0.11155501008083389,-0.06378664779500097,-0.03792804393418187,1820.3003677872518,115.91493565234543,1348.671110512613,156.45030011787048
0,Casa,Nenhum,Rua da Trindade,200,2,2480,2722,Cajuru,Curitiba,-25.4549734,-49.2024927,1366.6153846153845,706.3281270605914,1968.030612244898,1272.6401768260293,3763.2631578947367,4000.668209929417,1.9189163838414516,0.5924450614434515,-0.26027231033815407,0.7503630449822497,4529.823567013233,60.09064061174391,1278.0741089864437,212.97669523707344
0,Apartamento,Exclusivo,Rua Nova Aurora,42,2,1011,1298,Sítio Cercado,Curitiba,-25.548734,-49.2700484,1171.6666666666667,299.5013633803136,1968.030612244898,1272.6401768260293,2224.125,1789.167544386054,0.42181221450038053,-0.5264886528381947,-0.5176289961809005,-0.20743514483957157,1430.4555190135866,90.74032591345971,1357.747867851692,95.5994872636973
1,Apartamento,Nenhum,Rua Joaquim Augusto de Andrade,85,3,2200,2780,Jardim das Américas,Curitiba,-25.4559099,-49.2397691,7389.333333333333,7242.397001914031,3157.162162162162,2268.8736873082294,2224.125,1789.167544386054,-0.6364375402391186,-0.1662332126605178,0.310689181538192,-0.16399385712048145,2974.255201059979,93.46877830151396,1541.7771792800072,180.3113989077351
0,Studio e kitnet,Exclusivo,Rua Wellington de Oliveira Vianna,47,1,1200,1780,Centro Cívico,Curitiba,-25.4088758,-49.2708284,1635.2,278.1199381561847,1643.8702290076335,1858.1809276690537,1865.0,2651.1595261947805,0.5206386890489102,0.07325969660184324,-0.03206144298755225,0.18727898088773376,1808.8830619024611,98.40326539007536,951.9402998473828,186.986515886067
1,Apartamento,Nenhum,Avenida Marechal Humberto de Alencar Castelo Branco,65,3,1800,2198,Cristo Rei,Curitiba,-25.4342741,-49.2367906,3962.125,4173.567861725573,3157.162162162162,2268.8736873082294,2224.125,1789.167544386054,-0.42268990428506364,-0.4227481536445086,-0.014601762748253234,-0.2866799402259418,2541.094257978128,86.49816877508835,1551.8624652123171,141.63626283075814
0,Apartamento,Nenhum,Avenida Sete de Setembro,32,1,850,1271,Rebouças,Curitiba,-25.4401194,-49.2729475,1897.2,1383.5178832719632,1643.8702290076335,1858.1809276690537,2224.125,1789.167544386054,-0.4526143157029981,-0.2006641137337314,-0.53271981318388,-0.39533274754020314,1111.5453790190459,114.3453091516313,959.5042642966152,132.46423672037906
0,Apartamento,Nenhum,Rua da Paz,40,1,1088,1585,Centro,Curitiba,-25.4305108,-49.2582699,2668.6176470588234,3457.8088701820184,1643.8702290076335,1858.1809276690537,2224.125,1789.167544386054,-0.3133827483650888,-0.0316816452752433,-0.35721920063071194,-0.23409453142368133,1284.809756251786,123.36456757800221,955.4701499236912,165.88691966217743
0,Apartamento,Exclusivo,Rua Mariano Torres,32,1,1105,1565,Centro,Curitiba,-25.4338681,-49.261074,2668.6176470588234,3457.8088701820184,1643.8702290076335,1858.1809276690537,2224.125,1789.167544386054,-0.3191667580518206,-0.04244485982673936,-0.3683975835958819,-0.24333640049148061,889.9188368709476,175.85873398328232,959.5042642966152,163.1050593763912
0,Apartamento,Exclusivo,Avenida Presidente Wenceslau Braz,30,1,950,1305,Fanny,Curitiba,-25.4715282,-49.2595189,1792.5,689.4291116568838,1643.8702290076335,1858.1809276690537,2224.125,1789.167544386054,-0.7071067811865476,-0.1823666489961881,-0.5137165621430911,-0.4677299974419422,846.6027425627624,154.1454963929856,960.5127928898462,135.86492649137057
0,Casa em Condomínio,Nenhum,Rua Joaquim Telêmaco Carneiro,35,1,870,1048,Santa Cândida,Curitiba,-25.3808865,-49.2339108,1404.611111111111,524.6169626654669,1643.8702290076335,1858.1809276690537,5532.545454545455,3824.068366638765,-0.679755205205806,-0.32067395598291243,-1.1727158158752347,-0.7243816590213177,1305.7013176937103,80.26337921226165,957.9914714067687,109.39554591869776
0,Casa em Condomínio,Nenhum,Rua Simão Brante,170,2,2620,2921,Uberaba,Curitiba,-25.487123,-49.2274201,2663.4545454545455,1702.0185876562198,1968.030612244898,1272.6401768260293,5532.545454545455,3824.068366638765,0.15131765094299576,0.7488129049420804,-0.6829233173048422,0.07240241286007798,4553.493894097914,64.1485432490884,1293.2020378849086,225.87344548091107
0,Apartamento,Nenhum,Estrada Guilherme Weigert,50,2,1402,1752,Santa Cândida,Curitiba,-25.3564984,-49.2368355,1404.611111111111,524.6169626654669,1968.030612244898,1272.6401768260293,2224.125,1789.167544386054,0.6621762421174491,-0.16974995460514175,-0.2638797028715429,0.07618219488025481,1825.346438394425,95.9817798500245,1353.713753478768,129.42174780286584
0,Studio e kitnet,Originals,Rua Doutor Reynaldo Machado,20,1,1749,2002,Prado Velho,Curitiba,-25.4514065,-49.2563949,1832.2727272727273,342.4970338292264,1643.8702290076335,1858.1809276690537,1865.0,2651.1595261947805,0.4955583726657938,0.19273137812344945,0.05167550222699598,0.24665508433874642,2520.7593577720368,79.42051246690441,965.5554358560012,207.34179785598243
0,Apartamento,Exclusivo,Rua Hugo Zen,10,2,500,1019,São Domingos,Curitiba,0.0,0.0,1019.0,,1968.030612244898,1272.6401768260293,2224.125,1789.167544386054,,-0.745717940959388,-0.6735674385450212,,737.3980100826254,138.18860182248406,1373.884325343388,74.16927183773726
0,Apartamento,Nenhum,Rua Expedicionário Claudio Joay,42,2,840,870,Sítio Cercado,Curitiba,-25.55601,-49.2513831,1171.6666666666667,299.5013633803136,1968.030612244898,1272.6401768260293,2224.125,1789.167544386054,-1.007229694255527,-0.8627973815689142,-0.7568463916355372,-0.8756244891533261,1652.0820611616846,52.660822392093976,1357.747867851692,64.07669793483564
0,Apartamento,Nenhum,Rua Thereza Lopes Skroski,48,2,833,1130,Santa Cândida,Curitiba,-25.3511016,-49.2343564,1404.611111111111,524.6169626654669,1968.030612244898,1272.6401768260293,2224.125,1789.167544386054,-0.5234506900346314,-0.6584976865455799,-0.611527413088328,-0.5978252632228465,1782.0303440862397,63.41081697906906,1354.722282071999,83.41192988069153
0,Apartamento,Exclusivo,Rua Francisco Timóteo de Simas,62,3,2800,3211,Uberaba,Curitiba,-25.4804625,-49.2276138,2663.4545454545455,1702.0185876562198,3157.162162162162,2268.8736873082294,2224.125,1789.167544386054,0.32170356923037896,0.023728882810444434,0.5515833344376042,0.29900526215947587,2187.5726726971507,146.78369500936498,1750.9488284406139,183.38628450151225
0,Apartamento,Exclusivo,Rua Engenheiro Costa Barros,70,2,1123,1221,Cajuru,Curitiba,-25.448981,-49.2161945,1366.6153846153845,706.3281270605914,1968.030612244898,1272.6401768260293,2224.125,1789.167544386054,-0.20615826984176308,-0.5869927932874129,-0.5606657705968048,-0.45127227790866026,2036.880839328177,59.94459648423624,1343.628467546458,90.87333511395568
1,Apartamento,Nenhum,Rua Amintas de Barros,60,2,1400,2041,Centro,Curitiba,-25.4258561,-49.2606081,2668.6176470588234,3457.8088701820184,1968.030612244898,1272.6401768260293,2224.125,1789.167544386054,-0.18150732750760332,0.0573370140938721,-0.10235206902483727,-0.07550746081285616,2108.8478116059523,96.78270706721676,1151.097540174163,177.3090401784017
0,Studio e kitnet,Originals,Rua Padre Giácomo Cusmano,38,1,1570,2090,Campina do Siqueira,Curitiba,-25.4370317,-49.3068764,2350.25,605.2312918766401,1643.8702290076335,1858.1809276690537,1865.0,2651.1595261947805,-0.43000089964456906,0.24008952215003213,0.08486852555528537,-0.03501428397975052,2910.6042065457023,71.8063965997083,956.4786785169222,218.5098368570715
0,Casa,Nenhum,Rua Felipe Morlotti,102,3,2398,2535,Santa Cândida,Curitiba,-25.3660684,-49.2076404,1404.611111111111,524.6169626654669,3157.162162162162,2268.8736873082294,3763.2631578947367,4000.668209929417,2.1546937467397624,-0.2742163063737098,-0.30701450193901647,0.5244876461423454,2731.2911565138793,92.81324672963763,1730.778256575994,146.4659028600811
0,Studio e kitnet,Nenhum,Rua Aristides Borsato,33,1,779,959,Fazendinha,Curitiba,-25.480518,-49.3152033,1408.3333333333333,408.41318947033693,1643.8702290076335,1858.1809276690537,1865.0,2651.1595261947805,-1.1001930028657128,-0.3685702607370699,-0.3417372629026158,-0.6035001755017996,1727.2969438932641,55.52027422907662,958.9999999999998,100.00000000000003
0,Apartamento,Nenhum,Rua João Koleski,31,1,1300,1652,Cidade Industrial,Curitiba,-25.4392812,-49.3513049,1344.75,455.09521980670064,1643.8702290076335,1858.1809276690537,2224.125,1789.167544386054,0.6751334371969516,0.004375123472268484,-0.3197716176973926,0.11991231432394252,1089.887331864953,151.57530064811306,960.0085285932307,172.08180456696505
0,Apartamento,Exclusivo,Rua Olívio Domingos Leonardi,49,2,700,1085,Sítio Cercado,Curitiba,-25.5463474,-49.2685492,1171.6666666666667,299.5013633803136,1968.030612244898,1272.6401768260293,2224.125,1789.167544386054,-0.2893698569131902,-0.6938572491457724,-0.6366787747599604,-0.539968626939641,1582.061849092234,68.58138957225715,1354.2180177753835,80.12003870561135
0,Apartamento,Nenhum,Avenida Presidente Affonso Camargo,100,3,1340,2150,Cristo Rei,Curitiba,-25.4394958,-49.2374529,3962.125,4173.567861725573,3157.162162162162,2268.8736873082294,2224.125,1789.167544386054,-0.4341908554113631,-0.4439040250658686,-0.041429881864661094,-0.30650825411396426,3232.2050067007644,66.51805796794392,1731.786785169225,124.14923236580238
0,Apartamento,Nenhum,Rua São João,70,3,2000,2373,Tingui,Curitiba,-25.3776652,-49.2207746,2017.857142857143,689.1749725992252,3157.162162162162,2268.8736873082294,2224.125,1789.167544386054,0.5153159520628483,-0.34561737242080004,0.08320908819698375,0.084302555946344,2582.463592077989,91.88900115685878,1746.91471406769,135.83948780616032
0,Apartamento,Nenhum,Rua São João,70,3,1870,2238,Tingui,Curitiba,-25.3776652,-49.2207746,2017.857142857143,689.1749725992252,3157.162162162162,2268.8736873082294,2224.125,1789.167544386054,0.31942955837845904,-0.4051182607933752,0.007755003182086646,-0.025977899744276504,2582.463592077989,86.66143471936365,1746.91471406769,128.11157762755448
1,Apartamento,Nenhum,Rua Padre Agostinho,98,2,3000,3764,Bigorrilho,Curitiba,-25.4333504,-49.303774,2990.8888888888887,1485.266680132262,1968.030612244898,1272.6401768260293,2224.125,1789.167544386054,0.5205200664989443,1.4112153776523526,0.8606656234245531,0.9308003558586165,2931.853603461468,128.3829450268617,1131.935496902774,332.5277818655866
0,Casa,Nenhum,Rua Cambira,38,1,750,1306,Xaxim,Curitiba,-25.5279583,-49.2594036,1672.6666666666667,782.4432673789626,1643.8702290076335,1858.1809276690537,3763.2631578947367,4000.668209929417,-0.46861757516929115,-0.18182848826861328,-0.6142131836366629,-0.42155308235818917,697.2637174485308,187.30359365018927,956.4786785169222,136.54251049537578
0,Casa,Nenhum,Rua Augusto Pinto Borba,20,1,500,591,Cajuru,Curitiba,-25.466999,-49.1933071,1366.6153846153845,706.3281270605914,1643.8702290076335,1858.1809276690537,3763.2631578947367,4000.668209929417,-1.0980949999020064,-0.5666134084845973,-0.7929333279929015,-0.8192139121265017,307.4188686748653,192.24584442312093,965.5554358560012,61.208292973469334
1,Apartamento,Exclusivo,Estrada Guilherme Weigert,53,3,1000,1351,Santa Cândida,Curitiba,-25.3564984,-49.2368355,1404.611111111111,524.6169626654669,3157.162162162162,2268.8736873082294,2224.125,1789.167544386054,-0.10219096012207549,-0.796061134767258,-0.48800628132320023,-0.4620861254041779,2059.57114998092,65.59618005974282,1557.9136367717033,86.71854255024893
0,Studio e kitnet,Exclusivo,Rua Adão Sobocinski,29,1,1140,1467,Cristo Rei,Curitiba,-25.4367529,-49.2370395,3962.125,4173.567861725573,1643.8702290076335,1858.1809276690537,1865.0,2651.1595261947805,-0.597839805812666,-0.09518461112907003,-0.15012299187112702,-0.28104913627095435,1419.0382131287956,103.37987986704422,961.0170571864617,152.65077649036616
0,Casa,Nenhum,Rua Agenor Antônio Rodrigues,45,1,760,804,Sítio Cercado,Curitiba,-25.5432168,-49.2566174,1171.6666666666667,299.5013633803136,1643.8702290076335,1858.1809276690537,3763.2631578947367,4000.668209929417,-1.2275959699048025,-0.4519851735111643,-0.7396922220518123,-0.8064244551559264,848.8700475271785,94.71414409568482,952.9488284406137,84.36969289480626
0,Apartamento,Exclusivo,Alameda Cabral,140,3,1700,2642,São Francisco,Curitiba,-25.4256695,-49.279772,2205.6,1049.1724357797434,3157.162162162162,2268.8736873082294,2224.125,1789.167544386054,0.4159468788137464,-0.22705634299692798,0.23355833907851944,0.1408162916317793,3876.900350716367,68.1472248702966,1711.6162133046053,154.357032812812
0,Casa,Nenhum,Rua Marcelino Iachinski,190,4,4100,4340,Novo Mundo,Curitiba,0.0,0.0,1929.0555555555557,1650.3457203665012,6822.210526315789,4565.208509038131,3763.2631578947367,4000.668209929417,1.460872358252932,-0.5437233636539375,0.14416012821904034,0.3537697076060116,4961.155516675735,87.47962012906328,2089.6892449950624,207.68638257552286
0,Apartamento,Nenhum,Rua Pedro Gusso,50,3,1190,1673,Capão Raso,Curitiba,-25.4966487,-49.296573,2453.75,1234.681190776446,3157.162162162162,2268.8736873082294,2224.125,1789.167544386054,-0.6323494727485196,-0.6541404973156343,-0.30803431558396416,-0.5315080952160394,2149.3026489961385,77.83920057891325,1757.0,95.2191235059761
